"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"30113143 7 T12_T28","30113143",7,1020,1476,"After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048). ","negative_statistical_association","education",1275,1283,"hyperglycemia",1149,1161,"train-set","RESULTS:",66,"Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048).  In women, lower income was associated with a higher stress level. ","Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled[OUTCOME]a (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest[FACTOR]n; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048).  In women, lower income was associated with a higher stress level.",93
"30113143 7 T13_T14","30113143",7,1020,1476,"After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048). ","negative_statistical_association","household income",1316,1331,"diabetic retinopathy",1381,1400,"train-set","RESULTS:",66,"Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048).  In women, lower income was associated with a higher stress level. ","Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher[FACTOR]e in men significantly lowered the odds of having[OUTCOME]y (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048).  In women, lower income was associated with a higher stress level.",93
"30113143 7 T14_T15","30113143",7,1020,1476,"After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048). ","negative_statistical_association","income",1446,1451,"diabetic retinopathy",1381,1400,"train-set","RESULTS:",66,"Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having diabetic retinopathy (OR, 0.59; 95% CI, 0.37 to 0.95 for highest income level; P(trend)=0.048).  In women, lower income was associated with a higher stress level. ","Women and men with lower income and education level had higher carbohydrate and lower fat intake.  After adjustment for possible confounding factors, higher education in men significantly lowered the odds of having uncontrolled hyperglycemia (glycosylated hemoglobin >=7.5%) (odds ratio [OR], 0.63; 95% confidence interval [CI], 0.43 to 0.91 for highest education; P(trend)=0.048), while higher household income in men significantly lowered the odds of having[OUTCOME]y (OR, 0.59; 95% CI, 0.37 to 0.95 for highest[FACTOR]e level; P(trend)=0.048).  In women, lower income was associated with a higher stress level.",93
"30113143 9 T17_T19","30113143",9,1543,1714,"CONCLUSION: Men with lower SES had higher odds of having diabetic retinopathy and uncontrolled hyperglycemia, showing the need to improve care targeted to this population. ","negative_statistical_association","SES",1570,1572,"diabetic retinopathy",1600,1619,"train-set","CONCLUSION:",25,"In women, lower income was associated with a higher stress level.  CONCLUSION: Men with lower SES had higher odds of having diabetic retinopathy and uncontrolled hyperglycemia, showing the need to improve care targeted to this population.  ","In women, lower income was associated with a higher stress level.  CONCLUSION: Men with lower[FACTOR]S had higher odds of having[OUTCOME]y and uncontrolled hyperglycemia, showing the need to improve care targeted to this population.",36
"30113143 9 T18_T19","30113143",9,1543,1714,"CONCLUSION: Men with lower SES had higher odds of having diabetic retinopathy and uncontrolled hyperglycemia, showing the need to improve care targeted to this population. ","negative_statistical_association","SES",1570,1572,"hyperglycemia",1638,1650,"train-set","CONCLUSION:",25,"In women, lower income was associated with a higher stress level.  CONCLUSION: Men with lower SES had higher odds of having diabetic retinopathy and uncontrolled hyperglycemia, showing the need to improve care targeted to this population.  ","In women, lower income was associated with a higher stress level.  CONCLUSION: Men with lower[FACTOR]S had higher odds of having diabetic retinopathy and uncontrolled[OUTCOME]a, showing the need to improve care targeted to this population.",36
"30267528 11 T13_T25","30267528",11,1523,1706,"CONCLUSION: These results confirm studies from other countries showing higher prevalence of problematic and pathological gambling among alcohol addicts than in the general population. ","positive_statistical_association","alcohol addicts",1659,1673,"pathological gambling",1631,1651,"train-set","CONCLUSION:",24,"However, intensity of gambling-related problems did not correlate significantly with the intensity of alcohol addiction.  CONCLUSION: These results confirm studies from other countries showing higher prevalence of problematic and pathological gambling among alcohol addicts than in the general population.  Gambling behavior in our sample more often involved games with greater addictive potential. ","However, intensity of gambling-related problems did not correlate significantly with the intensity of alcohol addiction.  CONCLUSION: These results confirm studies from other countries showing higher prevalence of problematic and[OUTCOME]g among[FACTOR]s than in the general population.  Gambling behavior in our sample more often involved games with greater addictive potential.",53
"30267528 13 T15_T26","30267528",13,1799,2038,"These findings suggest that alcohol addicts should be systematically screened for problematic and pathological gambling, which may improve therapeutic efficacy and rehabilitation, as well as reduce relapse in addictive behavior in general. ","positive_statistical_association","alcohol addicts",1827,1841,"pathological gambling",1897,1917,"train-set","CONCLUSION:",32,"Gambling behavior in our sample more often involved games with greater addictive potential.  These findings suggest that alcohol addicts should be systematically screened for problematic and pathological gambling, which may improve therapeutic efficacy and rehabilitation, as well as reduce relapse in addictive behavior in general.  ","Gambling behavior in our sample more often involved games with greater addictive potential.  These findings suggest that[FACTOR]s should be systematically screened for problematic and[OUTCOME]g, which may improve therapeutic efficacy and rehabilitation, as well as reduce relapse in addictive behavior in general.",45
"30267528 9 T10_T24","30267528",9,1245,1401,"Alcohol addicts showing problematic or pathological gambling behaviors tended to play more highly addictive games (sports betting, slot machines, roulette). ","no_relation","Alcohol addicts",1245,1259,"pathological gambling",1284,1304,"train-set","RESULTS:",20,"RESULTS: Pathological gambling was more prevalent in this clinical subsample than in general populations analysed in other studies.  Alcohol addicts showing problematic or pathological gambling behaviors tended to play more highly addictive games (sports betting, slot machines, roulette).  However, intensity of gambling-related problems did not correlate significantly with the intensity of alcohol addiction. ","RESULTS: Pathological gambling was more prevalent in this clinical subsample than in general populations analysed in other studies. [FACTOR]s showing problematic or[OUTCOME]g behaviors tended to play more highly addictive games (sports betting, slot machines, roulette).  However, intensity of gambling-related problems did not correlate significantly with the intensity of alcohol addiction.",54
"30296398 8 T15_T16","30296398",8,1516,1696,"CONCLUSION: Area-level socioeconomic and food assistance data predict the development of diabetes, even after adjusting for traditional individual demographic and clinical factors. ","positive_statistical_association","Area-level socioeconomic",1528,1551,"diabetes",1605,1612,"train-set","CONCLUSION:",23,"RESULTS: Patients were more likely to progress to diabetes if they lived in an area where less than 16% of adults had obtained a bachelor's degree or higher (odds ratio [OR] =1.22, 95% confidence interval [CI] = 1.09-1.36), where median annual income was below $79,999 (OR = 1.16 95% CI = 1.03-1.31), or where SNAP benefits were received by 10% or more of households (OR = 1.24, 95% CI = 1.1-1.4).  CONCLUSION: Area-level socioeconomic and food assistance data predict the development of diabetes, even after adjusting for traditional individual demographic and clinical factors.  Clinical interventions should take these factors into account, and health care systems should consider addressing social needs and community resources as a path to improving health outcomes. ","RESULTS: Patients were more likely to progress to diabetes if they lived in an area where less than 16% of adults had obtained a bachelor's degree or higher (odds ratio [OR] =1.22, 95% confidence interval [CI] = 1.09-1.36), where median annual income was below $79,999 (OR = 1.16 95% CI = 1.03-1.31), or where SNAP benefits were received by 10% or more of households (OR = 1.24, 95% CI = 1.1-1.4).  CONCLUSION:[FACTOR]c and food assistance data predict the development of[OUTCOME]s, even after adjusting for traditional individual demographic and clinical factors.  Clinical interventions should take these factors into account, and health care systems should consider addressing social needs and community resources as a path to improving health outcomes.",119
"30338182 1 T1_T2","30338182",1,1,96,"Adding Psychotherapy to the Naltrexone Treatment of Alcohol Use Disorder: Meta-analytic Review. ","no_relation","Psychotherapy",8,20,"Alcohol Use Disorder",53,72,"train-set","title",13," Adding Psychotherapy to the Naltrexone Treatment of Alcohol Use Disorder: Meta-analytic Review.  Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD). ","Adding[FACTOR]y to the Naltrexone Treatment of[OUTCOME]r: Meta-analytic Review.  Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).",33
"30338182 3 T6_T9","30338182",3,243,507,"The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone. ","no_relation","psychotherapy",298,310,"AUD",464,466,"train-set","",35,"Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included. ","Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that[FACTOR]y is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better[OUTCOME]D-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included.",67
"30338182 3 T7_T8","30338182",3,243,507,"The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone. ","no_relation","psychotherapy",410,422,"AUD",355,357,"train-set","",35,"Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included. ","Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences[OUTCOME]D-related outcomes and that naltrexone combined with[FACTOR]y is associated with significantly better AUD-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included.",67
"30338182 3 T8_T9","30338182",3,243,507,"The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone. ","no_relation","psychotherapy",410,422,"AUD",464,466,"train-set","",35,"Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with psychotherapy is associated with significantly better AUD-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included. ","Background It remains unclear if naltrexone combined with psychotherapy is superior to naltrexone alone in treating alcohol use disorders (AUD).  The current meta-analysis examined the hypothesis that psychotherapy is a significant moderator that influences AUD-related outcomes and that naltrexone combined with[FACTOR]y is associated with significantly better[OUTCOME]D-related outcomes than naltrexone alone.  Methods A total of 30 studies (Nnaltrexone = 2317; Nplacebo = 2056) were included.",67
"30354015 3 T8_T9","30354015",3,296,619,"The aim of this study was to investigate the habits of patients with JIA regarding participation in club sports, leisure-time physical activity, and school-educational physical activity and relate this to objectively measured physical activity using accelerometry and to compare the findings with those in healthy controls. ","no_relation","sports",401,406,"JIA",365,367,"train-set","OBJECTIVE:",48,"OBJECTIVE: Juvenile idiopathic arthritis (JIA) may cause functional impairment and reduced time engaged in physical activity.  The aim of this study was to investigate the habits of patients with JIA regarding participation in club sports, leisure-time physical activity, and school-educational physical activity and relate this to objectively measured physical activity using accelerometry and to compare the findings with those in healthy controls.  METHODS: Consecutive patients from the Aarhus University Hospital outpatient clinic were included. ","OBJECTIVE: Juvenile idiopathic arthritis (JIA) may cause functional impairment and reduced time engaged in physical activity.  The aim of this study was to investigate the habits of patients with[OUTCOME]A regarding participation in club[FACTOR]s, leisure-time physical activity, and school-educational physical activity and relate this to objectively measured physical activity using accelerometry and to compare the findings with those in healthy controls.  METHODS: Consecutive patients from the Aarhus University Hospital outpatient clinic were included.",76
"30354015 8 T16_T31","30354015",8,1201,1360,"Despite having low disease activity, children with JIA had significantly lower accelerometry-monitored physical activity levels compared with healthy controls. ","negative_statistical_association","physical activity",1304,1320,"JIA",1252,1254,"test-set","RESULTS:",20,"RESULTS: Sixty-eight patients with JIA and 118 healthy control subjects were included.  Despite having low disease activity, children with JIA had significantly lower accelerometry-monitored physical activity levels compared with healthy controls.  The distribution of specific club sport activities was the same among patients and controls. ","RESULTS: Sixty-eight patients with JIA and 118 healthy control subjects were included.  Despite having low disease activity, children with[OUTCOME]A had significantly lower accelerometry-monitored[FACTOR]y levels compared with healthy controls.  The distribution of specific club sport activities was the same among patients and controls.",47
"30443786 1 T13_T2","30443786",1,1,99,"Functional Interactions Between Sleep and Circadian Rhythms in Learning and Learning Disabilities. ","no_relation","Sleep",33,37,"Learning Disabilities",77,97,"dev-set","title",12," Functional Interactions Between Sleep and Circadian Rhythms in Learning and Learning Disabilities.  The propensity for sleep is timed by the circadian system. ","Functional Interactions Between[FACTOR]p and Circadian Rhythms in Learning and[OUTCOME]s.  The propensity for sleep is timed by the circadian system.",22
"30443786 1 T1_T2","30443786",1,1,99,"Functional Interactions Between Sleep and Circadian Rhythms in Learning and Learning Disabilities. ","no_relation","Circadian Rhythms",43,59,"Learning Disabilities",77,97,"train-set","title",12," Functional Interactions Between Sleep and Circadian Rhythms in Learning and Learning Disabilities.  The propensity for sleep is timed by the circadian system. ","Functional Interactions Between Sleep and[FACTOR]s in Learning and[OUTCOME]s.  The propensity for sleep is timed by the circadian system.",22
"30444557 1 T1_T19","30444557",1,1,159,"Locals get travellers' diarrhoea too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an urban-rural gradient in Ecuador. ","no_relation","rural",133,137,"diarrhoea",24,32,"train-set","title",22," Locals get travellers' diarrhoea too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an urban-rural gradient in Ecuador.  OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers. ","Locals get travellers'[OUTCOME]a too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an urban[FACTOR]l gradient in Ecuador.  OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers.",36
"30444557 1 T1_T22","30444557",1,1,159,"Locals get travellers' diarrhoea too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an urban-rural gradient in Ecuador. ","no_relation","urban",127,131,"diarrhoea",24,32,"train-set","title",22," Locals get travellers' diarrhoea too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an urban-rural gradient in Ecuador.  OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers. ","Locals get travellers'[OUTCOME]a too: risk factors for diarrhoeal illness and pathogenic Escherichia coli infection across an[FACTOR]n-rural gradient in Ecuador.  OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers.",36
"30444557 2 T2_T33","30444557",2,161,265,"OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers. ","positive_statistical_association","travellers",254,263,"Diarrhoea",173,181,"dev-set","OBJECTIVES:",14," OBJECTIVES: Diarrhoea is a common and well-studied cause of illness afflicting international travellers.  However, traveller's diarrhoea can also result from travel between high and low disease transmission regions within a country, which is the focus of this study. ","OBJECTIVES:[OUTCOME]a is a common and well-studied cause of illness afflicting international[FACTOR]s.  However, traveller's diarrhoea can also result from travel between high and low disease transmission regions within a country, which is the focus of this study.",39
"30444557 4 T21_T4","30444557",4,427,631,"METHODS: We recruited participants for a case-control study of diarrhoea at four sites along an urban-rural gradient in Northern Ecuador: Quito, Esmeraldas, Borbon and rural communities outside of Borbon. ","no_relation","rural",595,599,"diarrhoea",490,498,"dev-set","METHODS:",31,"However, traveller's diarrhoea can also result from travel between high and low disease transmission regions within a country, which is the focus of this study.  METHODS: We recruited participants for a case-control study of diarrhoea at four sites along an urban-rural gradient in Northern Ecuador: Quito, Esmeraldas, Borbon and rural communities outside of Borbon.  At each of these sites, approximately 100 subjects with diarrhoea (cases) were recruited from Ministry of Health clinics and were age-matched with subjects visiting the same clinics for other complaints (controls). ","However, traveller's diarrhoea can also result from travel between high and low disease transmission regions within a country, which is the focus of this study.  METHODS: We recruited participants for a case-control study of[OUTCOME]a at four sites along an urban-rural gradient in Northern Ecuador: Quito, Esmeraldas, Borbon and[FACTOR]l communities outside of Borbon.  At each of these sites, approximately 100 subjects with diarrhoea (cases) were recruited from Ministry of Health clinics and were age-matched with subjects visiting the same clinics for other complaints (controls).",88
"30444557 8 T31_T9","30444557",8,1197,1531,"Compared to those not travelling, urban origins were also associated with greater risk of diarrhoea in Esmeraldas (aOR = 2.28, 95% CI = 1.20-4.41), and with higher risk of diarrhoeagenic E. coli infections in Quito (aOR = 2.61, 95% CI = 1.16-5.86), with >50% of travel from Quito and Esmeraldas specified to another urban destination. ","no_relation","travelling",1219,1228,"diarrhoeagenic E. coli infections",1369,1401,"dev-set","RESULTS:",53,"Travel to Quito was associated with diarrhoea (aOR = 2.01, 95% CI = 1.10-3.68) and travel to Guayaquil (another urban centre in Ecuador) was associated with Diffuse Adherent E. coli infection (OR = 2.09, 95% CI = 1.01-4.33).  Compared to those not travelling, urban origins were also associated with greater risk of diarrhoea in Esmeraldas (aOR = 2.28, 95% CI = 1.20-4.41), and with higher risk of diarrhoeagenic E. coli infections in Quito (aOR = 2.61, 95% CI = 1.16-5.86), with >50% of travel from Quito and Esmeraldas specified to another urban destination.  CONCLUSIONS: This study suggests that individuals travelling from lower-transmission regions (rural areas) to higher transmission regions (urban centres) within a single country are at a greater risk of acquiring a diarrhoea-related illness. ","Travel to Quito was associated with diarrhoea (aOR = 2.01, 95% CI = 1.10-3.68) and travel to Guayaquil (another urban centre in Ecuador) was associated with Diffuse Adherent E. coli infection (OR = 2.09, 95% CI = 1.01-4.33).  Compared to those not[FACTOR]g, urban origins were also associated with greater risk of diarrhoea in Esmeraldas (aOR = 2.28, 95% CI = 1.20-4.41), and with higher risk of[OUTCOME]s in Quito (aOR = 2.61, 95% CI = 1.16-5.86), with >50% of travel from Quito and Esmeraldas specified to another urban destination.  CONCLUSIONS: This study suggests that individuals travelling from lower-transmission regions (rural areas) to higher transmission regions (urban centres) within a single country are at a greater risk of acquiring a diarrhoea-related illness.",123
"30444557 9 T11_T14","30444557",9,1532,1773,"CONCLUSIONS: This study suggests that individuals travelling from lower-transmission regions (rural areas) to higher transmission regions (urban centres) within a single country are at a greater risk of acquiring a diarrhoea-related illness. ","no_relation","travelling",1582,1591,"diarrhoea",1747,1755,"train-set","CONCLUSIONS:",34,"Compared to those not travelling, urban origins were also associated with greater risk of diarrhoea in Esmeraldas (aOR = 2.28, 95% CI = 1.20-4.41), and with higher risk of diarrhoeagenic E. coli infections in Quito (aOR = 2.61, 95% CI = 1.16-5.86), with >50% of travel from Quito and Esmeraldas specified to another urban destination.  CONCLUSIONS: This study suggests that individuals travelling from lower-transmission regions (rural areas) to higher transmission regions (urban centres) within a single country are at a greater risk of acquiring a diarrhoea-related illness.  Investments to improve water, sanitation and hygiene conditions in urban areas could have impacts on outlying rural areas within a given country. ","Compared to those not travelling, urban origins were also associated with greater risk of diarrhoea in Esmeraldas (aOR = 2.28, 95% CI = 1.20-4.41), and with higher risk of diarrhoeagenic E. coli infections in Quito (aOR = 2.61, 95% CI = 1.16-5.86), with >50% of travel from Quito and Esmeraldas specified to another urban destination.  CONCLUSIONS: This study suggests that individuals[FACTOR]g from lower-transmission regions (rural areas) to higher transmission regions (urban centres) within a single country are at a greater risk of acquiring a[OUTCOME]a-related illness.  Investments to improve water, sanitation and hygiene conditions in urban areas could have impacts on outlying rural areas within a given country.",109
"30693541 2 T3_T4","30693541",2,133,224,"PURPOSE: A meta-analysis on sleep duration and patterns in patients with diabetes in China. ","no_relation","sleep duration",161,174,"diabetes",206,213,"train-set","PURPOSE:",15," PURPOSE: A meta-analysis on sleep duration and patterns in patients with diabetes in China.  DESIGN AND METHODS: Two investigators independently carried out a systematic literature search in both international and Chinese databases. ","PURPOSE: A meta-analysis on[FACTOR]n and patterns in patients with[OUTCOME]s in China.  DESIGN AND METHODS: Two investigators independently carried out a systematic literature search in both international and Chinese databases.",33
"30693541 6 T10_T9","30693541",6,549,826,"The estimated percentage of short sleep duration of less than 6 hours/day was 23.0% in patients with diabetes and 12.3% in healthy controls, while the proportion of short sleep duration of less than 7 hours/day was 38.0% in patients with diabetes and 14.1% in healthy controls. ","positive_statistical_association","sleep duration of less than 7 hours/day",720,758,"diabetes",787,794,"train-set","FINDINGS:",48,"The pooled mean sleep duration was 7.15 hours/day in patients with diabetes and 7.49 hours/day in healthy controls.  The estimated percentage of short sleep duration of less than 6 hours/day was 23.0% in patients with diabetes and 12.3% in healthy controls, while the proportion of short sleep duration of less than 7 hours/day was 38.0% in patients with diabetes and 14.1% in healthy controls.  PRACTICE IMPLICATIONS: Short sleep duration was common in Chinese patients with diabetes. ","The pooled mean sleep duration was 7.15 hours/day in patients with diabetes and 7.49 hours/day in healthy controls.  The estimated percentage of short sleep duration of less than 6 hours/day was 23.0% in patients with diabetes and 12.3% in healthy controls, while the proportion of short[FACTOR]y was 38.0% in patients with[OUTCOME]s and 14.1% in healthy controls.  PRACTICE IMPLICATIONS: Short sleep duration was common in Chinese patients with diabetes.",80
"30693541 6 T7_T8","30693541",6,549,826,"The estimated percentage of short sleep duration of less than 6 hours/day was 23.0% in patients with diabetes and 12.3% in healthy controls, while the proportion of short sleep duration of less than 7 hours/day was 38.0% in patients with diabetes and 14.1% in healthy controls. ","positive_statistical_association","sleep duration of less than 6 hours/day",583,621,"diabetes",650,657,"train-set","FINDINGS:",48,"The pooled mean sleep duration was 7.15 hours/day in patients with diabetes and 7.49 hours/day in healthy controls.  The estimated percentage of short sleep duration of less than 6 hours/day was 23.0% in patients with diabetes and 12.3% in healthy controls, while the proportion of short sleep duration of less than 7 hours/day was 38.0% in patients with diabetes and 14.1% in healthy controls.  PRACTICE IMPLICATIONS: Short sleep duration was common in Chinese patients with diabetes. ","The pooled mean sleep duration was 7.15 hours/day in patients with diabetes and 7.49 hours/day in healthy controls.  The estimated percentage of short[FACTOR]y was 23.0% in patients with[OUTCOME]s and 12.3% in healthy controls, while the proportion of short sleep duration of less than 7 hours/day was 38.0% in patients with diabetes and 14.1% in healthy controls.  PRACTICE IMPLICATIONS: Short sleep duration was common in Chinese patients with diabetes.",80
"30791842 6 T10_T12","30791842",6,837,1226,"Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states. ","no_relation","diet",1079,1082,"viral infections",1166,1181,"train-set","INTRODUCTION:",48,"This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically. ","This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and[FACTOR]t, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke,[OUTCOME]s such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically.",66
"30791842 6 T10_T21","30791842",6,837,1226,"Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states. ","no_relation","diet",1079,1082,"micronutrient deficiencies",1048,1073,"train-set","INTRODUCTION:",48,"This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol, micronutrient deficiencies and diet, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically. ","This was supplemented by papers of interest known to the authors.  Expert commentary: Current putative mechanisms include polycyclic aromatic hydrocarbons, nitrosamines, acetaldehyde, cyclo-oxygenase-2 pathways, androgen and their receptor levels, as well as smoking & alcohol,[OUTCOME]s and[FACTOR]t, mycotoxins, thermal damage, oral hygiene and microbiotal factors, inhaled smoke, viral infections such as HPV, and chronic irritative states.  Etiology is likely multifactorial and varies geographically.",66
