"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"31904736 9 T12_T6","31904736",9,958,1196,"RESULTS: In men, age, marital status, family history of hypertension, treatment of hyperlipidemia, abdominal obesity, high-sodium diet, cholesterol, and aerobic exercise were found to be associated with hypertension treatment and control. ","statistical_association","marital status",980,993,"hypertension",1161,1172,"train-set","RESULTS:",32,"Seven hundred eighty participants were included in this study.  The odds ratios and 95% confidence intervals were derived using composite-sample multiple logistic regression.  RESULTS: In men, age, marital status, family history of hypertension, treatment of hyperlipidemia, abdominal obesity, high-sodium diet, cholesterol, and aerobic exercise were found to be associated with hypertension treatment and control.  In women, age, employment status, cardiovascular risk factors, body mass index, high-sodium diet, and drinking were found to be associated with hypertension treatment and control.  CONCLUSIONS: The factors affecting the treatment and control of hypertension differed between the two genders. ","Seven hundred eighty participants were included in this study.  The odds ratios and 95% confidence intervals were derived using composite-sample multiple logistic regression.  RESULTS: In men, age[FACTOR]us, family history of hypertension, treatment of hyperlipidemia, abdominal obesity, high-sodium diet, cholesterol, and aerobic exercise were found to be associated wit[OUTCOME]on treatment and control.  In women, age, employment status, cardiovascular risk factors, body mass index, high-sodium diet, and drinking were found to be associated with hypertension treatment and control.  CONCLUSIONS: The factors affecting the treatment and control of hypertension differed between the two genders.",97
"31904736 9 T12_T9","31904736",9,958,1196,"RESULTS: In men, age, marital status, family history of hypertension, treatment of hyperlipidemia, abdominal obesity, high-sodium diet, cholesterol, and aerobic exercise were found to be associated with hypertension treatment and control. ","statistical_association","high-sodium diet",1076,1091,"hypertension",1161,1172,"train-set","RESULTS:",32,"Seven hundred eighty participants were included in this study.  The odds ratios and 95% confidence intervals were derived using composite-sample multiple logistic regression.  RESULTS: In men, age, marital status, family history of hypertension, treatment of hyperlipidemia, abdominal obesity, high-sodium diet, cholesterol, and aerobic exercise were found to be associated with hypertension treatment and control.  In women, age, employment status, cardiovascular risk factors, body mass index, high-sodium diet, and drinking were found to be associated with hypertension treatment and control.  CONCLUSIONS: The factors affecting the treatment and control of hypertension differed between the two genders. ","Seven hundred eighty participants were included in this study.  The odds ratios and 95% confidence intervals were derived using composite-sample multiple logistic regression.  RESULTS: In men, age, marital status, family history of hypertension, treatment of hyperlipidemia, abdominal obesity[FACTOR]et, cholesterol, and aerobic exercise were found to be associated wit[OUTCOME]on treatment and control.  In women, age, employment status, cardiovascular risk factors, body mass index, high-sodium diet, and drinking were found to be associated with hypertension treatment and control.  CONCLUSIONS: The factors affecting the treatment and control of hypertension differed between the two genders.",97
"31945102 1 T1_T4","31945102",1,1,147,"Income inequalities in stroke incidence and mortality: Trends in stroke-free and stroke-affected life years based on German health insurance data. ","no_relation","Income",1,6,"stroke",82,87,"train-set","title",22,"  Income inequalities in stroke incidence and mortality: Trends in stroke-free and stroke-affected life years based on German health insurance data.  BACKGROUND: Due to substantial improvements in prevention and therapy, stroke incidence and mortality rates have decreased during the last decades, but evidence is still lacking on whether all socioeconomic groups benefited equally and how the length of life affected by stroke developed over time.  Our study investigates time trends in stroke-free life years and life years affected by stroke. ","[FACTOR]me inequalities in stroke incidence and mortality: Trends in stroke-free an[OUTCOME]ke-affected life years based on German health insurance data.  BACKGROUND: Due to substantial improvements in prevention and therapy, stroke incidence and mortality rates have decreased during the last decades, but evidence is still lacking on whether all socioeconomic groups benefited equally and how the length of life affected by stroke developed over time.  Our study investigates time trends in stroke-free life years and life years affected by stroke.",82
"32004098 13 T10_T20","32004098",13,1358,1484,"No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use. ","no_statistical_association","cocaine",1472,1478,"liver fibrosis",1435,1448,"train-set","Results:",18,"Fewer women (PLWH and HIV seronegative) smoked cigarettes (p = 0.002), and fewer had hazardous or harmful alcohol use (p < 0.001) than men.  Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease. ","Fewer women (PLWH and HIV seronegative) smoked cigarettes (p = 0.002), and fewer had hazardous or harmful alcohol use (p < 0.001) than men.  Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants fo[OUTCOME]is by sex differences o[FACTOR]ne use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.",109
"32004098 14 T11_T17","32004098",14,1485,1625,"Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044). ","positive_statistical_association","cocaine",1526,1532,"liver fibrosis",1576,1589,"train-set","Results:",22,"Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.  ","Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV[FACTOR]ne users were 1.68 times more likely to hav[OUTCOME]is than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.",87
"32004098 14 T17_T9","32004098",14,1485,1625,"Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044). ","no_relation","cocaine",1596,1602,"liver fibrosis",1576,1589,"train-set","Results:",22,"Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.  ","Women also had higher body mass index (kg/m(2)) (p < 0.001) compared to men.  No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to hav[OUTCOME]is tha[FACTOR]ne nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.",87
"32004098 15 T13_T14","32004098",15,1626,1841,"Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease. ","statistical_association","cocaine",1659,1665,"liver disease",1688,1700,"train-set","Conclusions:",32,"No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.   ","No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences an[FACTOR]ne use appear to affec[OUTCOME]se among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.",72
"32004098 15 T15_T28","32004098",15,1626,1841,"Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease. ","no_relation","living with HIV",1726,1740,"liver disease",1827,1839,"dev-set","Conclusions:",32,"No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African Americans living with HIV pointing to the importance of identifying at-risk individuals to improve outcomes of liver disease.   ","No significant association was noted among HIV seronegative participants for liver fibrosis by sex differences or cocaine use.  Among African Americans living with HIV, cocaine users were 1.68 times more likely to have liver fibrosis than cocaine nonusers (p = 0.044).  Conclusions: Sex differences and cocaine use appear to affect liver disease among African American[FACTOR]IV pointing to the importance of identifying at-risk individuals to improve outcomes o[OUTCOME]se.",72
"32095174 1 T30_T33","32095174",1,1,129,"The Opioid System and Food Intake: Use of Opiate Antagonists in Treatment of Binge Eating Disorder and Abnormal Eating Behavior. ","no_relation","Abnormal Eating",104,118,"Binge Eating Disorder",78,98,"train-set","title",20,"  The Opioid System and Food Intake: Use of Opiate Antagonists in Treatment of Binge Eating Disorder and Abnormal Eating Behavior.  Eating disorders (EDs) and substance use disorders (SUDs) commonly co-occur, especially in conjunction with affective syndromes, yet little is known about opiate abuse and ED symptoms in patients on naltrexone-bupropion therapy.  Moreover, evidence suggests that the opioid system can also be regarded as one of the major systems regulating the anticipatory processes preceding binge eating episodes. ","The Opioid System and Food Intake: Use of Opiate Antagonists in Treatment o[OUTCOME]er an[FACTOR]ng Behavior.  Eating disorders (EDs) and substance use disorders (SUDs) commonly co-occur, especially in conjunction with affective syndromes, yet little is known about opiate abuse and ED symptoms in patients on naltrexone-bupropion therapy.  Moreover, evidence suggests that the opioid system can also be regarded as one of the major systems regulating the anticipatory processes preceding binge eating episodes.",78
"32095174 15 T16_T24","32095174",15,2053,2306,"Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy. ","treats","psychotherapy",2124,2136,"EDs",2173,2175,"test-set","",34,"More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines. ","More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommende[FACTOR]py intervention, showing efficacy fo[OUTCOME]Ds and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.",118
"32095174 15 T24_T40","32095174",15,2053,2306,"Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy. ","treats","Cognitive behavioral therapy",2053,2080,"EDs",2173,2175,"test-set","",34,"More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines. ","More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.[FACTOR]py (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy fo[OUTCOME]Ds and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.",118
"32095174 15 T24_T41","32095174",15,2053,2306,"Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy. ","no_relation","CBT",2083,2085,"EDs",2173,2175,"train-set","",34,"More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines. ","More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy[FACTOR]BT) was the most frequently recommended psychotherapy intervention, showing efficacy fo[OUTCOME]Ds and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.",118
"32095174 15 T24_T8","32095174",15,2053,2306,"Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy. ","no_relation","chemical addictions",2181,2199,"EDs",2173,2175,"train-set","",34,"More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines. ","More recent findings also indicate that the combination of bupropion and naltrexone can induce weight loss.  Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy fo[OUTCOME]Ds an[FACTOR]ns as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.",118
"32095174 16 T18_T32","32095174",16,2307,2617,"There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED. ","treats","psychotherapy",2452,2464,"BED",2613,2615,"test-set","",49,"Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.  Combining pharmacotherapeutic and psychotherapeutic interventions leads to the achievement of a better outcome in managing patients with EDs. ","Augmentation of this by introducing psychotherapy may lead to better outcomes.  Cognitive behavioral therapy (CBT) was the most frequently recommended psychotherapy intervention, showing efficacy for EDs and chemical addictions as documented by most of the studies, but with uncertain efficacy when utilized as augmentation strategy.  There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support tha[FACTOR]py is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well a[OUTCOME]ED.  More research is needed to establish treatment guidelines.  Combining pharmacotherapeutic and psychotherapeutic interventions leads to the achievement of a better outcome in managing patients with EDs.",120
"32095174 18 T2_T25","32095174",18,2677,2818,"Combining pharmacotherapeutic and psychotherapeutic interventions leads to the achievement of a better outcome in managing patients with EDs. ","treats","psychotherapeutic interventions",2711,2741,"EDs",2814,2816,"test-set","",18,"There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.  Combining pharmacotherapeutic and psychotherapeutic interventions leads to the achievement of a better outcome in managing patients with EDs.  Involving families or the use of support groups increases chances of adherence to the prescribed interventions resulting in higher rates of remission.  However, it is clear that all of these interventions must occur in the context of a comprehensive treatment program. ","There are limited data supporting the use of psychotherapy in augmentation of standard therapy in ED; however, there is evidence to support that psychotherapy is safe in this population and has been effective in cases of patients with opiate addiction with and without psychiatric comorbidities as well as BED.  More research is needed to establish treatment guidelines.  Combining pharmacotherapeutic an[FACTOR]ns leads to the achievement of a better outcome in managing patients wit[OUTCOME]Ds.  Involving families or the use of support groups increases chances of adherence to the prescribed interventions resulting in higher rates of remission.  However, it is clear that all of these interventions must occur in the context of a comprehensive treatment program.",116
"32095174 9 T28_T9","32095174",9,1342,1556,"Search terms included """"Opioid antagonists"""", """"naltrexone"""", """"bupropion"""" and """"Psychotherapy"""" each combined with """"Binge Eating Disorder"""", """"Bulimia Nervosa"""", """"Anorexia Nervosa"""", """"Eating Disorder"""", """"EDNOS"""" and """"Obesity"""". ","no_relation","Psychotherapy",1417,1429,"Binge Eating Disorder",1452,1472,"train-set","",24,"A review of the literature pertaining to the use of naltrexone in patients with EDs was performed through PubMed, PsycINFO and MEDLINE.  We selected 63 relevant articles published between 1981 and 2018 and those written in English.  Search terms included """"Opioid antagonists"""", """"naltrexone"""", """"bupropion"""" and """"Psychotherapy"""" each combined with """"Binge Eating Disorder"""", """"Bulimia Nervosa"""", """"Anorexia Nervosa"""", """"Eating Disorder"""", """"EDNOS"""" and """"Obesity"""".  While working with these articles, we also identified several problems related to use of these methods in real clinical practice.  Seventy-seven articles were reviewed, and 63 were selected for inclusion. ","A review of the literature pertaining to the use of naltrexone in patients with EDs was performed through PubMed, PsycINFO and MEDLINE.  We selected 63 relevant articles published between 1981 and 2018 and those written in English.  Search terms included """"Opioid antagonists"""", """"naltrexone"""", """"bupropion[FACTOR]hotherapy"""" each combi[OUTCOME]ng Disorder"""", """"Bulimia Nervosa"""", """"Anorexia Nervosa"""", """"Eating Disorder"""", """"EDNOS"""" and """"Obesity"""".  While working with these articles, we also identified several problems related to use of these methods in real clinical practice.  Seventy-seven articles were reviewed, and 63 were selected for inclusion.",92
"32120249 11 T13_T17","32120249",11,1489,1669,"Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern. ","positive_statistical_association","noise",1536,1540,"hypertension",1612,1623,"test-set","CONCLUSIONS:",31,"After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00).  CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern.  We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension.  ","After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00).  CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed t[FACTOR]se levels between 82 and 106 dBA for 3-17 years may increase the risk o[OUTCOME]on with a non-linear exposure-response pattern.  We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension.",94
"32120249 12 T14_T20","32120249",12,1670,1806,"We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension. ","causes","noise",1749,1753,"hypertension",1793,1804,"test-set","CONCLUSIONS:",19,"CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern.  We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension.   ","CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern.  We further provided evidence that workers wearing PPE could effectively reduc[FACTOR]se exposure and avoid the development o[OUTCOME]on.",71
"32120249 12 T14_T27","32120249",12,1670,1806,"We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension. ","prevents","PPE",1720,1722,"hypertension",1793,1804,"test-set","CONCLUSIONS:",19,"CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern.  We further provided evidence that workers wearing PPE could effectively reduce noise exposure and avoid the development of hypertension.   ","CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.  Our findings suggested that workers exposed to noise levels between 82 and 106 dBA for 3-17 years may increase the risk of hypertension with a non-linear exposure-response pattern.  We further provided evidence that workers wearin[FACTOR]PE could effectively reduce noise exposure and avoid the development o[OUTCOME]on.",71
"32120249 2 T3_T4","32120249",2,122,205,"BACKGROUND: Exposure to occupational noise might increase the risk of hypertension. ","no_relation","noise",159,163,"hypertension",192,203,"dev-set","BACKGROUND:",11,"  BACKGROUND: Exposure to occupational noise might increase the risk of hypertension.  However, limited cohort studies have investigated the relationship between time-varying exposure to occupational noise and the development of hypertension.  METHODS: We conducted a 17-year cohort study involving 2459 workers to assess the relationship between time-varying exposure to occupational noise and incident hypertension in the aerospace industry. ","BACKGROUND: Exposure to occupationa[FACTOR]se might increase the risk o[OUTCOME]on.  However, limited cohort studies have investigated the relationship between time-varying exposure to occupational noise and the development of hypertension.  METHODS: We conducted a 17-year cohort study involving 2459 workers to assess the relationship between time-varying exposure to occupational noise and incident hypertension in the aerospace industry.",60
"32120249 7 T10_T25","32120249",7,802,1023,"RESULTS: In the extended Cox proportional model, as workers were exposed to noise over 80 dBA, the hazard ratios (HRs) of hypertension significantly increased with a noise increase of 5 dBA (HR = 1.16, 95% CI: 1.04-1.29). ","positive_statistical_association","noise",968,972,"hypertension",924,935,"test-set","RESULTS:",37,"We performed an extended Cox proportional hazard model considering occupational noise exposure as time-varying covariates.  Furthermore, we employed the distributed lag nonlinear models (DLNMS) to examine the exposure-response relationship.  RESULTS: In the extended Cox proportional model, as workers were exposed to noise over 80 dBA, the hazard ratios (HRs) of hypertension significantly increased with a noise increase of 5 dBA (HR = 1.16, 95% CI: 1.04-1.29).  In exposure-response associations, the HRs of hypertension steadily increased between noise levels of 82 and 106 dBA (HRs ranged from 1.04 to 1.46).  After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00). ","We performed an extended Cox proportional hazard model considering occupational noise exposure as time-varying covariates.  Furthermore, we employed the distributed lag nonlinear models (DLNMS) to examine the exposure-response relationship.  RESULTS: In the extended Cox proportional model, as workers were exposed to noise over 80 dBA, the hazard ratios (HRs) o[OUTCOME]on significantly increased with [FACTOR]se increase of 5 dBA (HR = 1.16, 95% CI: 1.04-1.29).  In exposure-response associations, the HRs of hypertension steadily increased between noise levels of 82 and 106 dBA (HRs ranged from 1.04 to 1.46).  After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00).",115
"32120249 8 T11_T26","32120249",8,1024,1172,"In exposure-response associations, the HRs of hypertension steadily increased between noise levels of 82 and 106 dBA (HRs ranged from 1.04 to 1.46). ","positive_statistical_association","noise",1110,1114,"hypertension",1070,1081,"test-set","RESULTS:",24,"Furthermore, we employed the distributed lag nonlinear models (DLNMS) to examine the exposure-response relationship.  RESULTS: In the extended Cox proportional model, as workers were exposed to noise over 80 dBA, the hazard ratios (HRs) of hypertension significantly increased with a noise increase of 5 dBA (HR = 1.16, 95% CI: 1.04-1.29).  In exposure-response associations, the HRs of hypertension steadily increased between noise levels of 82 and 106 dBA (HRs ranged from 1.04 to 1.46).  After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00).  CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration. ","Furthermore, we employed the distributed lag nonlinear models (DLNMS) to examine the exposure-response relationship.  RESULTS: In the extended Cox proportional model, as workers were exposed to noise over 80 dBA, the hazard ratios (HRs) of hypertension significantly increased with a noise increase of 5 dBA (HR = 1.16, 95% CI: 1.04-1.29).  In exposure-response associations, the HRs o[OUTCOME]on steadily increased betwee[FACTOR]se levels of 82 and 106 dBA (HRs ranged from 1.04 to 1.46).  After additionally adjusting for personal protection equipment (PPE), the HRs decreased dramatically between 107 and 124 dBA (HRs ranged from 1.45 to 1.00).  CONCLUSIONS: Our study refined the exposure assessment by integrating time-varying exposures to occupational noise and taking work history into consideration.",120
"32135452 2 T11_T2","32135452",2,100,282,"Polysomnographic studies have been conducted to explore sleep changes in Parkinson's disease (PD), but the relationships between sleep disturbances and PD are imperfectly understood. ","no_relation","sleep changes",156,168,"PD",194,195,"train-set","",24,"  Polysomnographic studies have been conducted to explore sleep changes in Parkinson's disease (PD), but the relationships between sleep disturbances and PD are imperfectly understood.  We conducted a systematic review of the literature exploring polysomnographic differences between PD patients and controls in EMBASE, MEDLINE, All EBM databases, CINAHL, and PsycIFNO. 67 studies were identified for systematic review, 63 of which were used for meta-analysis.  Meta-analyses revealed significant reductions in total sleep time, sleep efficiency, N2 percentage, slow wave sleep, rapid eye movement sleep (REM) percentage, and increases in wake time after sleep onset, N1 percentage, REM latency, apnea hypopnea index, and periodic limb movement index in PD patients compared with controls. ","Polysomnographic studies have been conducted to explor[FACTOR]es in Parkinson's disease[OUTCOME]PD), but the relationships between sleep disturbances and PD are imperfectly understood.  We conducted a systematic review of the literature exploring polysomnographic differences between PD patients and controls in EMBASE, MEDLINE, All EBM databases, CINAHL, and PsycIFNO. 67 studies were identified for systematic review, 63 of which were used for meta-analysis.  Meta-analyses revealed significant reductions in total sleep time, sleep efficiency, N2 percentage, slow wave sleep, rapid eye movement sleep (REM) percentage, and increases in wake time after sleep onset, N1 percentage, REM latency, apnea hypopnea index, and periodic limb movement index in PD patients compared with controls.",112
