"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"11058482 3 T42_T6","11058482",3,180,451,"The authors compared the outcomes of two group psychotherapy programs for smoking cessation in patients with schizophrenia or schizoaffective disorder who were also treated with the nicotine transdermal patch and with either atypical or typical antipsychotic medications. ","no_relation","smoking cessation",254,270,"schizoaffective disorder",306,329,"dev-set","OBJECTIVE:",37,"The authors compared the outcomes of two group psychotherapy programs for smoking cessation in patients with schizophrenia or schizoaffective disorder who were also treated with the nicotine transdermal patch and with either atypical or typical antipsychotic medications. ","The authors compared the outcomes of two group psychotherapy programs for [FACTOR] in patients with schizophrenia or [OUTCOME] who were also treated with the nicotine transdermal patch and with either atypical or typical antipsychotic medications.",37
"11078758 11 T19_T20","11078758",11,1596,1715,"CONCLUSION: Higher fruit and vegetable intakes were associated with lower risks of lung cancer in women but not in men. ","negative_statistical_association","vegetable",1625,1633,"lung cancer",1679,1689,"dev-set","CONCLUSION:",20,"CONCLUSION: Higher fruit and vegetable intakes were associated with lower risks of lung cancer in women but not in men. ","CONCLUSION: Higher fruit and [FACTOR] intakes were associated with lower risks of [OUTCOME] in women but not in men.",20
"11078758 11 T20_T23","11078758",11,1596,1715,"CONCLUSION: Higher fruit and vegetable intakes were associated with lower risks of lung cancer in women but not in men. ","negative_statistical_association","fruit",1615,1619,"lung cancer",1679,1689,"dev-set","CONCLUSION:",20,"CONCLUSION: Higher fruit and vegetable intakes were associated with lower risks of lung cancer in women but not in men. ","CONCLUSION: Higher [FACTOR] and vegetable intakes were associated with lower risks of [OUTCOME] in women but not in men.",20
"11078758 2 T3_T5","11078758",2,100,365,"BACKGROUND: Diets high in fruits and vegetables have been shown to be associated with a lower risk of lung cancer. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials. ","negative_statistical_association","Diets high in fruits",112,131,"lung cancer",202,212,"dev-set","BACKGROUND:",42,"BACKGROUND: Diets high in fruits and vegetables have been shown to be associated with a lower risk of lung cancer. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials. ","BACKGROUND: [FACTOR] and vegetables have been shown to be associated with a lower risk of [OUTCOME]. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials.",42
"11078758 2 T4_T5","11078758",2,100,365,"BACKGROUND: Diets high in fruits and vegetables have been shown to be associated with a lower risk of lung cancer. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials. ","negative_statistical_association","vegetables",137,146,"lung cancer",202,212,"dev-set","BACKGROUND:",42,"BACKGROUND: Diets high in fruits and vegetables have been shown to be associated with a lower risk of lung cancer. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials. ","BACKGROUND: Diets high in fruits and [FACTOR] have been shown to be associated with a lower risk of [OUTCOME]. beta-Carotene was hypothesized to be largely responsible for the apparent protective effect, but this hypothesis was not supported by clinical trials.",42
"11078758 8 T14_T15","11078758",8,902,1035,"Total fruit and vegetable consumption was associated with a modestly lower risk of lung cancer among the women but not among the men. ","negative_statistical_association","vegetable",918,926,"lung cancer",985,995,"dev-set","RESULTS:",23,"Total fruit and vegetable consumption was associated with a modestly lower risk of lung cancer among the women but not among the men. ","Total fruit and [FACTOR] consumption was associated with a modestly lower risk of [OUTCOME] among the women but not among the men.",23
"11078758 8 T15_T31","11078758",8,902,1035,"Total fruit and vegetable consumption was associated with a modestly lower risk of lung cancer among the women but not among the men. ","negative_statistical_association","fruit",908,912,"lung cancer",985,995,"dev-set","RESULTS:",23,"Total fruit and vegetable consumption was associated with a modestly lower risk of lung cancer among the women but not among the men. ","Total [FACTOR] and vegetable consumption was associated with a modestly lower risk of [OUTCOME] among the women but not among the men.",23
"11157583 2 T1_T31","11157583",2,135,327,"BACKGROUND: Obstructive sleep apnea syndrome (OSAS) is characterized by recurrent apneas during sleep, resulting in repetitive hypoxemic episodes and interruptions of the normal sleep pattern. ","prevents","normal sleep pattern",306,325,"Obstructive sleep apnea syndrome",147,178,"train-set","BACKGROUND:",25,"BACKGROUND: Obstructive sleep apnea syndrome (OSAS) is characterized by recurrent apneas during sleep, resulting in repetitive hypoxemic episodes and interruptions of the normal sleep pattern. ","BACKGROUND: [OUTCOME] (OSAS) is characterized by recurrent apneas during sleep, resulting in repetitive hypoxemic episodes and interruptions of the [FACTOR].",25
"11157583 3 T3_T5","11157583",3,328,530,"A previous study showed EEG slowing (ie, a higher ratio of delta + theta frequencies to alpha + beta frequencies on EEG) during rapid eye movement (REM) sleep and wakefulness in untreated OSAS patients. ","no_relation","rapid eye movement (REM) sleep",456,485,"OSAS",516,519,"train-set","BACKGROUND:",32,"A previous study showed EEG slowing (ie, a higher ratio of delta + theta frequencies to alpha + beta frequencies on EEG) during rapid eye movement (REM) sleep and wakefulness in untreated OSAS patients. ","A previous study showed EEG slowing (ie, a higher ratio of delta + theta frequencies to alpha + beta frequencies on EEG) during [FACTOR] and wakefulness in untreated [OUTCOME] patients.",32
"11157583 6 T18_T7","11157583",6,959,1133,"RESULTS: Untreated OSAS patients showed EEG slowing in frontal and central cortical regions during both wakefulness and during REM sleep compared to healthy control subjects. ","no_relation","REM sleep",1086,1094,"OSAS",978,981,"train-set","RESULTS:",25,"RESULTS: Untreated OSAS patients showed EEG slowing in frontal and central cortical regions during both wakefulness and during REM sleep compared to healthy control subjects. ","RESULTS: Untreated [OUTCOME] patients showed EEG slowing in frontal and central cortical regions during both wakefulness and during [FACTOR] compared to healthy control subjects.",25
"11218778 10 T16_T23","11218778",10,1381,1534,"DISCUSSION: The incidence of cancer could be greatly reduced through primary prevention, especially of tobacco smoking, which is the major single factor. ","positive_statistical_association","tobacco smoking",1484,1498,"cancer",1410,1415,"test-set","DISCUSSION:",22,"DISCUSSION: The incidence of cancer could be greatly reduced through primary prevention, especially of tobacco smoking, which is the major single factor. ","DISCUSSION: The incidence of [OUTCOME] could be greatly reduced through primary prevention, especially of [FACTOR], which is the major single factor.",22
"11218778 6 T27_T5","11218778",6,775,1049,"The main causative factors include active and passive smoking, alcohol intake, exposure to asbestos and other occupational carcinogens, solar and ionising radiation, obesity, human papillomavirus infection in the female genital tract, and infection with Helicobacter pylori. ","no_relation","exposure to asbestos",854,873,"infection with Helicobacter pylori",1014,1047,"test-set","RESULTS:",36,"The main causative factors include active and passive smoking, alcohol intake, exposure to asbestos and other occupational carcinogens, solar and ionising radiation, obesity, human papillomavirus infection in the female genital tract, and infection with Helicobacter pylori. ","The main causative factors include active and passive smoking, alcohol intake, [FACTOR] and other occupational carcinogens, solar and ionising radiation, obesity, human papillomavirus infection in the female genital tract, and [OUTCOME].",36
"11218778 6 T27_T7","11218778",6,775,1049,"The main causative factors include active and passive smoking, alcohol intake, exposure to asbestos and other occupational carcinogens, solar and ionising radiation, obesity, human papillomavirus infection in the female genital tract, and infection with Helicobacter pylori. ","no_relation","ionising radiation",921,938,"infection with Helicobacter pylori",1014,1047,"train-set","RESULTS:",36,"The main causative factors include active and passive smoking, alcohol intake, exposure to asbestos and other occupational carcinogens, solar and ionising radiation, obesity, human papillomavirus infection in the female genital tract, and infection with Helicobacter pylori. ","The main causative factors include active and passive smoking, alcohol intake, exposure to asbestos and other occupational carcinogens, solar and [FACTOR], obesity, human papillomavirus infection in the female genital tract, and [OUTCOME].",36
